"id","advertiser_id","advertiser_name","disclaimer","spend","ad_library_size","date_produced","country_code","currency_units","create_date","update_date"
"cddd6d47-c50d-4492-8170-8a3b87d1f4a8","488054904564547","ifaw","Stichting IFAW",386,46,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"e8b43c85-cc29-4e1f-9e36-431241269ecb","320374518118","CDA","CDA",362,8,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"66edecca-29fb-411b-a012-f49bd8930d18","189390074967767","Toegift","Toegift/Stichting Diensten voor Goede doelen",344,7,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"0a52ed43-518f-47e1-a202-408445df6434","101299222797437","Deprovinciekiest","Interprovinciaal Overleg",326,8,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"12d3b11e-f1b5-4022-ab2a-93d809b16bc0","165625476919894","CNV Vakmensen","CNV Vakmensen",289,46,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"61264d4e-91b8-408b-819f-15889c9f0e83","100660309175869","NieuwRechts","NieuwRechts.nl",283,12,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"cc7d6e7e-9059-488f-a507-7bde16016fca","108588405832078","Amref Flying Doctors NL","Amref Flying Doctors NL",229,22,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"12b899ea-b96b-4ad7-9522-cb18b7c0c6f2","514814491878400","NVVE","NVVE",206,10,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"86ea23c5-db83-44c4-aea3-42500dd1a6da","353474172552","War Child Holland","War Child Holland",197,12,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"43211048-eb5e-4ff0-aaeb-1813e66daef7","120184871378246","Aidsfonds","Aidsfonds",195,5,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"e831bf2e-86ee-4f60-9a8a-bb6afa14f90f","226310417539522","PvdA Noord Holland","PvdA",172,11,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"5601e2de-ad7d-4d0f-b8dc-943705607de9","105516159523693","Wilde Ganzen","Wilde Ganzen",171,12,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"7d58fef7-a5c6-464b-aaa5-29b6801ed6da","197259153703330","Waterschap Rijn en IJssel","Waterschap Rijn en IJssel",168,19,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"eb8e47da-6616-4953-95df-8dc369711cd9","326298497475395","Gemeente Roermond","Gemeente Roermond",163,1,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"9f9f71a7-7a49-4d0a-b3b7-2f09a80c40d3","349312760804","World Vision Nederland","World Vision NL",158,23,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"e4a9c77b-4670-49f5-8018-08531deafcd5","439703479409823","ABP Pensioenfonds voor overheid en onderwijs","ABP",152,1,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"1b017717-051e-4791-9327-1e7a3b21eb0d","103804832326992","Peter R. de Vries Foundation","Stichting Peter R. de Vries Foundation",151,24,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"135b80b8-97d6-46c2-adad-0e313ae5b5ba","105339817717917","Gezin in Gevaar","Stichting Civitas Christiana",148,5,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"caee33a2-c69e-4e66-9301-844f282a51f9","106370071810105","Cultuur onder Vuur NL","Stichting Civitas Christiana",146,7,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"491a824b-19a4-4a5d-a587-a548db363744","115027651906533","Wakker Dier","Wakker Dier",141,24,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"ce0cb5e3-45ae-4d65-9bc0-e9c73b99b458","261743583890104","Mensen met een Missie","Mensen met een Missie",131,27,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"e2e93c7d-18a7-418f-830b-7ce6b182ed67","107411260903386","Emyze. All in for less.","These ads ran without a disclaimer",130,7,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"2b2879d8-568a-4ae7-a33f-a39ca2ba5b22","121719834601889","FNV Vakbond","FNV Vakbond",127,9,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"cc20c69f-7761-4649-9225-a38c35ddcfd5","133687759997528","ASN Bank","ASN Bank",126,12,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"4b8caa33-9ef3-4f1d-b29b-137d26498fbd","338060336278487","EO Metterdaad","EO Metterdaad",125,8,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"be39e85f-5175-4d13-9b61-a4c9d423308b","159449970751999","Save the Children Nederland","Save the Children Nederland",122,14,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"c75efd6a-0362-4669-bb68-50ebc8aca000","158944324185744","Defence for Children","Defence for Children",119,20,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"4c3215f8-9ae1-4229-8d10-3d6036d3c925","1637965639787416","Nacht van de Vluchteling","Nacht van de Vluchteling",118,10,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"040403d2-a7cb-47dc-9630-0d27067a5bf6","110540418715","VIER VOETERS","VIER VOETERS",107,7,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"1f255b01-6a21-4d0c-9c62-9c68dfd2d3fc","121264564551002","VVD","VVD",101,3,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"a65dd4d4-28ab-45f7-9244-11772f4b6fe1","201797779950690","Waterschap Vechtstromen","Waterschap Vechtstromen",50,1,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"aa3fc9eb-2ac2-4632-bc2e-a0905e48cc96","1534982756793690","Foodvisor","These ads ran without a disclaimer",50,2,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"5d08ec82-2350-4050-b98f-6d5d757841ee","269793629749221","ZOA","ZOA",50,3,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"5d9a27a9-bd94-4104-911a-d0e5c1bd4f6d","193937973958596","Cvandaag","Cvandaag",50,10,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"dd465969-22cb-4211-bb57-67cbb5cdf0e8","142080576837","Vrij Nederland","Vrij Nederland",50,3,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"ebb7ac36-8bbf-4690-886a-6fc2bf36e78e","101400948890904","Belang van Nederland - Groningen","Belang van Nederland - Groningen",50,14,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"81c2d95b-9caf-4079-ba84-06696426878a","1409007399336866","BNNVARA","BNNVARA",50,6,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"ec5a00ea-4ff0-45fe-9308-b88b9455ee8f","751427151608409","Water Natuurlijk Limburg","Water Natuurlijk Limburg",50,17,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"aee41762-cbaa-44c4-9365-07bab28d89d9","172860162749495","DOA","DOA",50,1,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"e7342ba1-5b4d-410f-9772-b245a137150d","222029491143966","Free Press Unlimited","Free Press Unlimited",50,9,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"5c778f7d-cea2-4431-bb41-8413ed7b79af","106020448037192","JA21","JA21.nl",50,3,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"ed451859-ecab-4cd9-a3dc-83740e3ee264","148404651881567","VNO-NCW","VNO-NCW",50,26,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"31b705cf-2033-4b75-a027-267aa7cd0f7c","844559615710915","Lilian Marijnissen","SP",50,9,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"ba7ad0da-0269-4045-b057-b0f30dbbc2c5","100455310014019","Solidaridad","Solidaridad",50,4,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"ed15acd3-a41c-4fb9-b3f1-b3f20d38aa56","225160178094449","Corekees","Corekees",50,5,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"015b4476-083b-46b6-8466-f052e6203c8a","436101979807727","Pointer (KRO-NCRV)","KRO-NCRV",50,28,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"f29929e8-4c59-4da7-90e4-d903ce7f2018","333726830018322","VVD Limburg","VVD Limburg",50,1,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"7ab83dc3-4c05-4b48-b2ef-8ab9d854e96d","141801972540083","EW Magazine","EW Magazine",50,11,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"c5eb0177-cf8e-40d1-ac42-e09d40a7797d","133720236695807","Werken voor Nederland","Werken voor Nederland",50,6,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"0b020c7e-e401-48b6-940a-d77cfc23abe3","101701619359166","GOUD Nederland","Fractie den Haan = Goud",50,3,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"504b7875-d030-4934-aa4f-585dd273fab5","143686555666670","Trees for All","Trees for All",50,5,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"5d9a545d-4e96-48d5-ab41-54d7a032d06b","111190905649544","SIRE","SIRE",50,33,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"f1000e7f-e80a-4df2-9fa6-74e71d668a1e","254307434680072","FNV Supermarkt","FNV Vakbond",50,4,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"cc9fd3d8-88a2-471d-9445-f66d788182e1","1550088745275913","DENK","DENK",50,12,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"5e3e0ec1-3ca7-45fa-bdf0-dbf2d9ab03ec","347623668624706","50PLUSpartij","VLG",50,2,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"97a7b08d-eb5c-466c-81bc-453a7e1485f1","241405532546419","Provincie Zeeland","Provincie Zeeland",50,3,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"10ed0cc7-fbe2-4293-bb6c-3b95b05b2528","1530698000496450","Gemeente Meierijstad","Gemeente Meierijstad",50,2,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"09e44901-e7b2-4565-99ad-d1a1964075cc","124564577597743","Ministerie van Economische Zaken en Klimaat","Ministerie van Economische Zaken en Klimaat",50,2,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"9f6c8bf5-93b9-468a-871a-a940fbc9c15a","473492249475971","Stirezo Pro-life","Stichting Civitas Christiana",50,2,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"1b0f02f7-46c7-45c2-9eae-c9d8fa418a76","196678880377286","International Justice Mission","International Justice Mission",50,10,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"8e4b4d33-5f53-4c85-af8e-e4c675701964","261743583890104","Mensen met een Missie","Stichting CMC - Mensen met een Missie",50,4,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"6100010b-9bec-4271-bed1-361f4fd997ce","290134957713451","Partij voor de Dieren Noord-Holland","PvdD Noord-Holland",50,1,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"d2ac9101-2615-483c-a8dd-d98c789c3fa6","111301638954779","Gemeente Wassenaar","Gemeente Wassenaar",50,1,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"79702431-6ef3-4e2d-96f1-5fb4a85a83ef","102523116490167","NJR","NJR",50,8,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"d2452c26-27e6-415f-a247-430175bc0300","164448196903465","Simavi","Simavi",50,16,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"ec8c89c2-b54d-4598-bd8d-a66f453952bd","102905492302806","BBB Boerburgerbeweging Zeeland","BoerBurgerBeweging",50,2,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"64da8634-e91e-43be-93e3-1db9ddb6b342","104925795239389","Ismail El Abassi","Ismail El Abassi",50,2,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"85026e9c-f1a5-4470-9255-c2922dc66665","1498781793769425","Buitenhof","Buitenhof",50,2,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"7a1d3326-8f6c-4fab-bf34-afe853582443","147683725284795","Mercy Ships Holland","Mercy Ships Holland",50,28,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"98f792ef-df95-45c7-83c9-d58ddc73215e","108387285493926","50PLUS-Overijssel","50Plus Overijssel",50,3,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"bf1a0556-5070-43a6-85f3-102a36bbc315","582747471885273","Gemeente Barendrecht","Gemeente Barendrecht",50,2,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"c2f922b5-e59a-4614-b806-d1c9d85c31f4","1530277467215488","VVD Drenthe","VVD",50,9,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"a075e813-9be4-471f-a1e0-28f5902041e6","160001040736183","Fairtrade Nederland","Fairtrade Nederland",50,15,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"30caa241-62b4-478f-bc74-769472f367a8","285512534937","Terre des Hommes Nederland","Terre des Hommes Nederland",50,3,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"b74711ca-0edb-4d73-a824-d6ce0e0b838f","248146915232092","JOVD","JOVD",50,1,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"748cc3a3-b8b9-458c-a458-b20b7d7ffd2a","325306177501144","Amsterdam Stadsdeel Zuid","Gemeente Amsterdam",50,2,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"1247ed0e-fced-4b4b-8343-de43f2ec1520","354196741370845","Brandpunt+","KRO-NCRV",50,4,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"447d2bbf-b469-4cad-aa8c-fa2db05fd571","232299273461028","Gemeente Utrecht","Gemeente Utrecht",50,1,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"bbcee322-93fe-4a9d-b40a-69455128b774","114759875350","Leefbaar Rotterdam","Jerry Van Dorp",50,1,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"254eaeab-66af-4b30-bf69-e73cabc9e3c1","301641784038642","Strong Babies","Strong Babies",50,4,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"ca3377dc-2bab-489c-a8e8-c28ec48d0d60","170725579702314","ActionAid Nederland","ActionAid",50,1,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"3a874253-d5b9-4228-b5a0-bff3fb8e8331","480539702005665","DE VERLEIDERS","DE VERLEIDERS",50,11,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"1e787a8d-7851-469c-8044-ba3198811b84","542364179119408","FNP Fryslân","FNP Fryslân",50,1,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"28fbada4-fd24-4924-af21-c78c9dc78f99","100169997009","Proefdiervrij","Proefdiervrij",50,8,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"e8d29f74-bb92-4860-afbb-bbf22ce870d4","116592248404562","Rode Hoed","Rode Hoed",50,3,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"5faa76f9-caac-474a-b50b-c354b3a49ca4","145580068834607","Veteranendag","Veteranendag",50,5,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"5cefbbdb-5200-4b25-9df8-2ee1d3481da0","264833090294556","Provincie Overijssel","Provincie Overijssel",50,1,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"b263a8d6-3e17-4d4d-b445-186dfb203496","103220632108447","Minister Geoffrey Wever","Geoffrey Wever",50,4,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"9ed3baa5-62a2-420c-ac10-116c83856e63","105656962844422","Partij voor de Dieren Groningen","Partij voor de Dieren Groningen",50,2,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"bd30efc0-712b-43f4-b8c9-8d3b4088f5e0","366594150140313","Gemeente Beverwijk","Gemeente Beverwijk",50,1,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"70340f35-876c-4445-a07a-490342e4480f","165914046762784","PvdA Limburg","PvdA Limburg",50,3,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"1014aa8f-7a1b-400f-ab3a-09d927af080d","123325024386589","Gemeente Helmond","Gemeente Helmond",50,8,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"deaf85fb-a26b-4a4f-8580-42ab5a1ee7ef","272751376080288","FairWork","Francien Winsemius",50,3,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"99c3f921-f1b3-48e8-a134-bd794cc39c85","107074255523711","VVD Europa","VVD Europa",50,3,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"a61e9464-6871-4b09-915f-e2912da588fe","486293704724646","Krnwtr+ / Zereau Drinks","KRNWTR",50,2,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"8c7d6fcf-1747-4660-8572-bb6036fc1538","622273574544880","Sterk Lokaal Drenthe","Wifi´s",50,2,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"d31078e3-e6c0-4851-b4b8-134e0a693d34","310600059078125","Gemeente Oosterhout","Gemeente Oosterhout",50,1,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"627bc759-cc8f-494e-b1ff-4e94cd3fc70f","425650727582091","SGP provincie Gelderland","SGP provincie Gelderland",50,1,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"0883d39a-33e4-478d-88ad-24227fe79b64","343592399090367","VisitHaarlemmermeer","Gemeente Haarlemmermeer",50,1,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"6dc80892-b5de-47af-8947-5d9a4eff647a","208250375865238","Woord en Daad","Stichting Woord en Daad",50,29,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"2bc93fd6-c128-4c68-bd2e-b7e633ca81ff","106344505211908","OPNH","Onafhankelijke Politiek Noor-Holland (OPNH)",50,2,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"24dc622a-f94d-4d79-853f-93a895d57d88","120978477961903","Gemeente Enschede","Gemeente Enschede",50,1,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"891bb6e5-aaa3-4d0d-9ca6-7d5ff800d82d","102860308463749","Intimideer mij niet","BO Diversity",50,1,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"5a04268a-82d6-4602-9568-eb86c54a6098","136964999784149","Water Natuurlijk Rijnland","Water Natuurlijk Rijnland",50,1,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"99a472b8-f633-47b7-88ed-56a8c90e94f3","167597420073347","VVD Helmond","VVD Helmond",50,1,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"ea19ccf3-3948-4b6b-912a-5325b6bc64f3","100620339476471","GOUD Zuid-Holland","GOUD Zuid-Holland",50,1,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"b4d6abb2-e38d-4112-aa53-15e95ed5930d","165488696805185","Vereniging Basisinkomen","Alexander De Roo",50,1,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"373e4121-0941-483c-aada-9bad6fb3acf0","318502745709789","NoMorePlastic","NoMorePlastic",50,2,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"622f56ec-954f-4c61-8847-4c468402c94b","875977165914797","AWP Zeeland","Algemene Waterschapspartij",50,1,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"75299705-bccb-481f-9cce-c0086beb33cc","145692339544199","Fauna4Life","Fauna4Life",50,8,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"96b9e98c-702c-41fb-aee4-94d1d38a2fd9","174501385922296","ChristenUnie Fryslân","Peter Cornelis Van Daalen",50,1,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"e8d524e6-5860-4ac5-b5f3-a455fbbed902","1395051300796067","Water Natuurlijk Hollands Noorderkwartier","Water Natuurlijk Hollands Noorderkwartier",50,1,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"8b0f046f-29f4-4f8a-8b57-7440c219c524","110086354842275","Nieuw Sociaal","Nieuw Sociaal",50,1,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"123aae66-791c-461f-87f6-c6700f06c363","194900893890599","Bossche VVD","VVD 's-Hertogenbosch",50,1,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"062d7ba6-beb9-4802-9b16-f214c5166576","162865337242691","GroenLinks Renkum","Eveline Vink",50,1,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"e75d7d2b-6408-430e-9f76-8358d8dc4f26","109874178164594","BVNL-Haarlemmermeer","Albertus De Ruiter",50,2,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"eb058a59-d03c-4a69-92bb-e1149dde4fbb","106781258456469","LochemGroen","LochemGroen!",50,1,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"642e29d0-b147-4b64-8d60-076758f4fbfb","294901587336825","PVV Fryslan","PVV Fryslan",50,3,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"1d6a3c33-4175-4f61-b5c1-5a97dac62170","529757857120942","VVD Rijswijk","VVD Rijswijk",50,1,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"f5fb07ca-3d5f-4612-82f6-b65c0d45b443","214703715217685","Gemeenteraad Eindhoven","Gemeenteraad Eindhoven",50,1,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"5c7cf1c3-d1f9-4ee6-b854-e0beda2e3a4a","1689538434674496","Jan Klopman","Jan Klopman",50,4,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"13b86e67-b1b8-47a6-90f1-591c9a6d3a57","114239984509601","Christelijk Verbond Oldebroek - CVO","Christelijk Verbond Oldebroek (CVO)",50,1,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"b184bdf6-549e-4da4-badf-4b57965c5fa0","201504833529796","Leefbaar Alkmaar","Leefbaar Alkmaar",50,1,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"9f8b1028-bc64-453d-bac4-89ea90ba2b0d","138562149512752","De Statenfractie VVD Zeeland","De Statenfractie VVD Zeeland",50,1,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"996e598f-0133-4ddc-86df-b62f32c30838","196142137087958","Troostwijk Auctions","These ads ran without a disclaimer",50,1,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"2efab3dd-5d1d-4e96-aaa3-99c04bc05070","969158383214898","Wybren van Haga - BVNL","BVNL",50,2,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"3a44d6e2-deef-475f-9b47-8f463f4f1996","428104614591483","Gemeentebelangen Purmerend","Gemeentebelangen Purmerend",50,1,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"90589465-1a3b-43fa-942f-558fac5a4f36","102443598855327","Minister Ursell Arends","Ursell Arends",50,3,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"27b0fd45-34df-4467-9263-3cd4ddcb8539","195325640540297","Provincie Noord-Holland","Provincie Noord-Holland",50,1,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"54c7d861-d202-499f-8767-8ef359defe5a","178362315106","European Parliament","European Parliament",50,4,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"334d1808-43f3-4ef8-9f21-e44cd7b94108","101726072766798","Namens Noord-Hollanders.","Namens Noord-Hollanders",50,1,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"6abcbf2f-2296-4ff2-b6cb-2f77669d22b6","205668852785355","Gemeente Zaanstad","Gemeente Zaanstad",50,1,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"bf906082-5a46-4d3b-a088-59ef042f5db9","105955311154401","Onlinestemtool.nl","Onlinestemtool.nl",50,1,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"916925e4-e4fa-41e4-bf00-9d3e4b6ef5f8","924019610958351","CDA Krimpenerwaard","CDA Krimpenerwaard",50,1,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"7406b75e-dcb1-494d-8b84-2ca373d3e5a7","482627141765808","Blijf Groep","These ads ran without a disclaimer",50,1,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"8f0f6b9f-f319-4715-88e9-9089179748c0","1386401111662274","ChristenUnie provincie Groningen","ChristenUnie Provincie Groningen",50,1,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"db899bc8-025b-450b-9ba5-418b68c0418e","323521674458568","Tarkett Nederland","These ads ran without a disclaimer",50,1,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"9496a504-c6b5-4a79-92a5-644d78efb67c","815539385128257","Maastrichtse VVD","VVD Maastricht",50,1,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"bcaca025-be10-4e2d-909b-95dd2ebf36bd","105999812327759","Partij voor de Dieren Schieland en de Krimpenerwaard","Partij voor de Dieren Schieland en de Krimpenerwaard",50,1,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"eb8a8b70-8fb5-4496-8c47-5cbbb3be7f68","542701052543711","NedZink","NedZink",50,1,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"ada8380f-e87b-41f9-8915-1247c4732ce5","106491429483582","SDOK","SDOK",50,6,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"e6decc5c-6b62-47e8-bc2f-96323debee9b","103626731813923","daily_crap_official","These ads ran without a disclaimer",50,1,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"1d6046f3-d507-4f3c-92d7-0d13f15e15cd","235212870368719","JEU de boules bar","These ads ran without a disclaimer",50,2,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"42ef2777-2a15-4679-afc9-0493230e2df1","1513719122247725","ChristenUnie Noord-Holland","ChristenUnie Noord-Holland",50,1,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"ed4d5218-6675-4ad3-bc82-4098a2985693","107880037304918","Radboud Fonds","Stichting Radboud Fonds",50,1,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"22864924-aa09-4815-8427-8b2a9079b534","385731594812535","PvdA Zevenaar","PvdA Zevenaar",50,1,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"def1500c-22a2-4df8-91a5-e41c4d4f2cac","106280467849526","Johnny Cashew","These ads ran without a disclaimer",50,1,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"aaf1989c-1c62-49b2-85e4-343e057054f2","388281274593522","Samsam Magazine","Samsam Magazine",50,1,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"f87d4401-0281-4fd3-921e-21b7a93043d6","47710652725","Goethe-Institut","These ads ran without a disclaimer",50,3,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"af71bead-0104-45e3-8ed2-4799fccea38a","346093205489554","VVD Emmen","Meijer Marcel",50,1,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"7408ae4b-e800-49ee-810e-e5f2b45a86b9","772951762810345","Vote Company","Vote Company",50,1,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"aa32574c-9158-44f2-afab-9d07713d7733","317672531636087","1Twente Enschede","1Twente Enschede",50,1,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"8739b65b-be3a-42f8-8f81-4b68495bb08d","106221651136016","flacaiperoti13","These ads ran without a disclaimer",50,1,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"06afac32-cad8-4c10-9704-c8e1572aae72","183011565044370","Spant","These ads ran without a disclaimer",50,1,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"17a09318-5d5e-4909-b4c1-b6e0b54612ab","914960095257399","A.S.Helsingö","These ads ran without a disclaimer",50,1,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
"d4a3cca8-11cc-4732-97d4-529b540a63e4","104709215016732","JA21 Brabant","JA 21 Brabant",50,1,"2023-02-11","NL","EUR","2023-02-15","2023-02-15"
