Page ID,Page name,Disclaimer,Amount spent (EUR),Number of ads in Library
326441484085577,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,6639,5
132031878648,Natuurmonumenten,Vereniging tot Behoud van Natuurmonumenten in Nederland,4110,137
113895885305052,Partij van de Arbeid (PvdA),Partij van de Arbeid (PvdA),3376,18
175740570505,GroenLinks,GroenLinks,2916,30
102287806490622,Partij voor de Dieren,Partij voor de Dieren,1758,86
652006578218691,CDA Noord-Holland,CDA Noord Holland,1744,76
406548067183,Provincie Noord-Brabant,Provincie Noord-Brabant,1725,12
444504516075907,Shell,Shell,1675,4
128393027527,SP,SP,1515,61
146644665960101,Volt Nederland,Volt Nederland,1495,273
142602429748465,Waterschappen,Unie van Waterschappen,1467,44
338750440106782,BBB BoerBurgerBeweging,Boerburgerbeweging,1262,20
428670174395114,Vattenfall,Vattenfall Nederland,1221,19
1559225897625340,CDA Provincie Utrecht,CDA Utrecht,1008,18
148429941847666,CDA Limburg,CDA Limburg,1006,18
100364422327666,BVNL,BVNL,975,29
121867394634298,CDA Fryslân,CDA Fryslân,922,67
189701254384965,Eneco,Eneco,874,13
773700796038689,CDA Provincie Groningen,CDA Provincie Groningen,853,5
133724653386228,CDA Gelderland,CDA Gelderland,828,42
57729029960,Amnesty International Nederland,Amnesty International Nederland,782,80
288295911466,Greenpeace Nederland,Greenpeace Nederland,782,23
134745106544502,Vogelbescherming Nederland,Vogelbescherming Nederland,779,47
609816282477420,Forum voor Democratie -FVD,Forum voor Democratie,766,6
164448196903465,Simavi,Simavi,763,24
280080392065179,Waterschap De Dommel,Waterschap De Dommel,728,7
333726830018322,VVD Limburg,VVD Limburg,647,31
206932742776182,CDA Overijssel,CDA Overijssel,613,15
126052760507,Mama Cash,Mama Cash,599,4
123604241074923,PvdA Brabant,PvdA Brabant,567,15
463828040351089,Waterschap Brabantse Delta,Waterschap Brabantse Delta,550,9
121264564551002,VVD,VVD,509,84
108588405832078,Amref Flying Doctors NL,Amref Flying Doctors NL,471,36
1607001549529193,"Waterschap Amstel, Gooi en Vecht","Waterschap Amstel, Gooi en Vecht",465,4
1237207133024393,Provincie Utrecht,Provincie Utrecht,439,14
332881600125139,Provincie Flevoland,Provincie Flevoland,431,20
120034538112114,Stichting Vluchteling,Stichting Vluchteling,426,1
121719834601889,FNV Vakbond,FNV Vakbond,421,20
488054904564547,ifaw,Stichting IFAW,381,52
83439828234,Milieudefensie,Milieudefensie,364,78
165914046762784,PvdA Limburg,PvdA Limburg,357,73
105326315333967,Volt Noord-Holland,Volt Noord-Holland,348,52
143913725639896,WOMEN Inc.,Women Inc,316,22
624058687606718,D66 Noord-Holland,D66,305,8
876532312366812,Drents parlement,Drents parlement,301,5
270085373012452,CDA Flevoland,CDA Flevoland,284,11
121950544509915,Waterschap Aa en Maas,Waterschap Aa en Maas,281,6
165625476919894,CNV Vakmensen,CNV Vakmensen,279,54
201797779950690,Waterschap Vechtstromen,Waterschap Vechtstromen,275,2
133720236695807,Werken voor Nederland,Werken voor Nederland,270,1
1550088745275913,DENK,DENK,265,226
550151728397109,CDA Drenthe,CDA Drenthe,262,3
526682507436451,PvdA Zuid-Holland,PvdA,257,1
100598156282247,Volt Brabant,Volt Brabant,255,38
106370071810105,Cultuur onder Vuur NL,Stichting Civitas Christiana,252,6
687496011309020,Jesse Klaver,GroenLinks,249,1
644928592236017,VVD Brabant,VVD Brabant,238,21
118582591622050,Provincie Limburg,Provincie Limburg,220,2
189390074967767,Toegift,Toegift/Stichting Diensten voor Goede doelen,213,5
201751609836046,Dokters van de Wereld (NL),Dokters van de Wereld (NL),213,17
844559615710915,Lilian Marijnissen,SP,213,6
299647013657,D66 Zuid-Holland,D66,205,7
104314055924926,Het eerlijke verhaal,OTTO Work Force,199,10
197259153703330,Waterschap Rijn en IJssel,Waterschap Rijn en IJssel,189,21
433611050005553,SGP,SGP,187,8
106020448037192,JA21,JA21.nl,181,63
93833638834,Plan International NL,Plan International Nederland,181,36
146789088709224,D66 Provincie Utrecht,D66,181,6
349312760804,World Vision Nederland,World Vision NL,179,26
243792449107489,VVD Provincie Groningen,Groninger VVD-Statenfractie,176,17
1493469874259141,"Water Natuurlijk  - Amstel, Gooi en Vecht","Water Natuurlijk  - Amstel, Gooi en Vecht",172,4
141801972540083,EW Magazine,EW Magazine,166,21
403943403087425,ChristenUnie Flevoland,ChristenUnie Flevoland,165,44
421920954609274,VVD Flevoland,VVD Flevoland,160,8
198486356863605,Longfonds,Longfonds,159,35
439703479409823,ABP Pensioenfonds voor overheid en onderwijs,ABP,158,1
157612007615228,GroenLinks Brabant,GroenLinks Brabant,157,3
751427151608409,Water Natuurlijk Limburg,Water Natuurlijk Limburg,152,42
133687759997528,ASN Bank,ASN Bank,150,12
907173135967616,D66 Noord-Brabant,D66,148,8
153430294762818,D66 Overijssel,D66,147,6
202247686455791,KRO-NCRV,KRO-NCRV,146,44
115027651906533,Wakker Dier,Wakker Dier,140,24
159449970751999,Save the Children Nederland,Save the Children Nederland,139,13
110983181910195,Wolven in Friesland,Wolven in Friesland,138,2
478982942635390,50PLUSFlevoland,50PLUS Flevoland,135,10
195325640540297,Provincie Noord-Holland,Provincie Noord-Holland,133,18
347623668624706,50PLUSpartij,50PLUSpartij,131,4
347623668624706,50PLUSpartij,VLG,130,3
412660072214613,Waterschap Limburg,Waterschap Limburg,124,12
100367435948605,BBB Boerburgerbeweging Noord-Holland,BoerBurgerBeweging,123,2
178362315106,European Parliament,European Parliament,122,12
542364179119408,FNP Fryslân,FNP Fryslân,117,7
158944324185744,Defence for Children,Defence for Children,117,20
1534982756793690,Foodvisor,These ads ran without a disclaimer,116,5
103025673101606,PvdA-Drenthe,PvdA Drenthe,114,7
285512534937,Terre des Hommes Nederland,Terre des Hommes Nederland,113,17
514602005332873,D66 Limburg,D66,111,6
171605059556434,World Animal Protection Nederland,World Animal Protection Nederland,109,1
102060248820764,Belang van Nederland - Brabant,Belang van Nederland,108,16
527509587433951,AWP Nederland,Algemene Waterschapspartij AWP,106,36
101400948890904,Belang van Nederland - Groningen,Belang van Nederland - Groningen,102,73
1402442180046912,Water Natuurlijk - Schieland en de Krimpenerwaard,Water Natuurlijk - Schieland en de Krimpenerwaard,≤100,15
114857098583610,D66 Gelderland,D66,≤100,6
241405532546419,Provincie Zeeland,Provincie Zeeland,≤100,3
248022541905667,Gemeente Amsterdam,Gemeente Amsterdam,≤100,9
404247949634770,CARE Nederland,CARE Nederland,≤100,11
290134957713451,Partij voor de Dieren Noord-Holland,Party for the Animals,≤100,6
1530277467215488,VVD Drenthe,VVD,≤100,26
100993049941618,Gemeente Den Haag,Gemeente Den Haag,≤100,4
374668649274849,D66 Fryslân,D66,≤100,6
336575811655,Gemeente Rotterdam,Gemeente Rotterdam,≤100,3
242727243302947,Betaalbaar Water,Betaalbaar Water Noorderzijlvest,≤100,10
277830172423745,GroenLinks Limburg,GroenLinks Limburg,≤100,11
102943995924886,Water Wonen en Natuur,Water Wonen en Natuur,≤100,2
211661062254003,ChristenUnie,ChristenUnie,≤100,5
473492249475971,Stirezo Pro-life,Stichting Civitas Christiana,≤100,5
104517201638527,D66 Drenthe,D66,≤100,4
610533965679052,D66 Provincie Groningen,D66,≤100,6
300175416762741,Sportvisserij Fryslân,Sportvisserij Fryslân,≤100,1
52985377549,D66,D66,≤100,16
138562149512752,De Statenfractie VVD Zeeland,Ad Van Broekhoven,≤100,6
135376383177889,CDA Katwijk,CDA Katwijk,≤100,1
811104718955497,Water Natuurlijk Delfland,Water Natuurlijk Delfland,≤100,2
100660309175869,NieuwRechts,NieuwRechts.nl,≤100,9
107411260903386,Emyze. All in for less.,These ads ran without a disclaimer,≤100,5
1409007399336866,BNNVARA,BNNVARA,≤100,7
